Subject,NS_Level,Unit_or_Chapter,Video_or_Lesson_Title,Full_Content
Math,NSIII,"Unit 4: Analysis (Fonksyon, Derivasyon, Sekans)",“Sekans Nimerik: Aritmetik ak Jeyometrik” (Numeric Sequences: Arithmetic & Geometric):,"Learning Objectives: Define a sequence (sikwans), find the nth term. Identify arithmetic (arimetik) and geometric (jeyometrik) sequences and their limits (convergence).
Key Concepts: Sekans, tèm jeneral $a_n$. Arithmetic: $a_n = a_1 + (n-1)d$. Geometric: $a_n = a_1 \cdot r^{n-1}$. Konvejans (convergence) e.g. $r<1$ for geometric, monotonic behavior.
Worked Example: Given $a_1=3$, $a_n = 3+2(n-1)$ (arithmetic with difference 2). $a_5 = 3+2·4=11$. Given geometric with $a_1=5$, $r=2$, $a_4 = 5·2^3=40$. Show partial graph of an arithmetic sequence.
Exercises: Determine if ${2,5,8,11,\dots}$ is arithmetic (yes, $d=3$) and write formula. Check convergence: $\lim_{n\to\infty} (1/2)^n = 0$.
Quiz/Review: Fill in next terms of a given sequence, identify if it’s arithmetic or geometric and compute a term."
Math,NSIII,"Unit 4: Analysis (Fonksyon, Derivasyon, Sekans)",“Transformasyon Fonksyon / Fonksyon Asociées” (Function Transformations):,"Learning Objectives: Understand the effect of scaling, shifts, and absolute-value on graphs. Study functions $k\cdot f(x)$, $f(x+a)$, $f(x)+b$.
Key Concepts: Fonksyon asosye: $f(x+a)$ (horizontal shift), $f(x)+a$ (vertical shift), $k\cdot f(x)$ (vertical stretch), valè absoli $|f(x)|$.
Worked Example: Given $f(x)=x^2$, graph $g(x)=(x-3)^2 +2$ (shift right 3, up 2). Given $h(x)=|x|-2$, describe vertical shift. Show $y=2x^2$ vs $y=x^2$ (stretched).
Exercises: Sketch $f(x)=\sqrt{x+1}$ and $f(x)=\sqrt{x}-1$. Given graph of $y=x^2$, sketch $y=-x^2$ (reflection).
Quiz/Review: Identify transformations: e.g. “$y=(x+2)^2$ se ki transfòmasyon par rapò ak $y=x^2$?” (Shift left 2)."
Math,NSIII,"Unit 4: Analysis (Fonksyon, Derivasyon, Sekans)",“Varyasyon ak Ekstremòm” (Monotonicity & Extremum):,"Learning Objectives: Use the derivative sign to determine where a function increases or decreases, and find local maximum or minimum (extremum).
Key Concepts: Sens varyasyon, ogmantasyon (increasing) if $f’(x)>0$, diminisyon (decreasing) if $f’(x)<0$. Maksimòm lokal, minimòm lokal.
Worked Example: $f(x) = x^2 - 4x + 3$. Derivative $f’(x)=2x-4$. Solve $f’(x)=0$ gives $x=2$ (critical point). For $x<2$, $f’<0$ (decreasing); $x>2$, $f’>0$ (increasing). So $x=2$ is a minimum (value $f(2)=-1$).
Exercises: Find extremum of $f(x) = -x^2 + 4x -1$. Derivative $-2x+4=0$ at $x=2$, which gives a maximum. State intervals of increase/decrease.
Quiz/Review: Graphical interpretation: given a derivative sign chart, identify where original function has max or min. E.g. “Ki kote $f(x)=x^3-3x+1$ ogmante/diminye?” (Find $f’=3x^2-3$, etc.)"
Math,NSIII,Unit 5: Statistics / Probability (Statistiques / Probabilités),"“Ekart, Varians, Ecart-Type, Kwartyèl” (Dispersion: Range, Variance, Std. Dev, Quartiles):","Learning Objectives: Calculate range (etandè), quartiles ($Q_1,Q_2,Q_3$), variance (varians) and standard deviation (écart-type) for a data series.
Key Concepts: Etandè (étendue), kwartyèl (quartiles), varians, écart-type, and link between dispersion and center.
Worked Example: Data: [3,5,7,7,8,10,12,15]. Range = 15–3=12. Quartiles: $Q_2$(median)= (7+7)/2=7, $Q_1$ median of lower half [3,5,7,7] = (5+7)/2=6, $Q_3$ = (8+10)/2=9. Variance: compute mean then $\frac{\Sigma (x_i-\bar{x})^2}{n}$, etc.
Exercises: Given small dataset, find $Q_1,Q_2,Q_3$ and outliers (outside 1.5 IQR). Calculate range and (approximate) variance for [1,2,3,4,5].
Quiz/Review: Multiple choice: “Ki fòmil varians lan?” or simple calc with known dataset."
Math,NSIII,Unit 5: Statistics / Probability (Statistiques / Probabilités),“Kombinatoire ak Pwobabilite” (Combinatorics & Probability Basics):,"Learning Objectives: Count outcomes with dénombrement: arrangements, permutations, combinations. Introduce simple probability using equally likely outcomes.
Key Concepts: Dénombrement, aranjman (arrangements, ordered), permutasyon (permutation), konbinas (combination, unordered), pwobabilite (probabilité basique). Rules: sum and product rules (arbor or diagram methods).
Worked Example: Calculate number of ways to choose 2 leaders from 4 students: combination $C(4,2)=6$. Number of ways to line up 3 people: permutation $3!=6$. Probability: drawing an ace from 52-card deck: $4/52=1/13$.
Exercises: If 5 books on shelf, in how many orders? (120). How many ways to pick 3 meals from 8 options? ($C(8,3)=56$). Probability: toss 2 coins, probability of 2 heads = $1/4$.
Quiz/Review: Count/Probability mini-quiz: identify type (permutation/combination) and compute, e.g. “Nan yon klas 10 elèv, konbyen ekip 3 ka fòme?” ($C(10,3)$).
Each video’s activities should combine conceptual explanations with step-by-step examples.  Quizzes can be simple 3–5 question exercises (multiple choice or short answer) reviewing the concepts.  The curriculum ensures mastery of official MENFP topics such as quadratic equations , function parity/limits , differentiation , arithmetic/geometric sequences , descriptive statistics , and combinatorics .  This comprehensive structure addresses all expected concepts in Haitian Creole and French terminology, following the MENFP syllabus.
Sources: MENFP Programme à compétences minimales NS III LLA ."
Math,NSIII,Unit 5: Statistics / Probability (Statistiques / Probabilités),"“Moyèn, Medyàn, Mod” (Mean, Median, Mode):","Learning Objectives: Compute measures of central tendency for quantitative data. Understand their meanings in context.
Key Concepts: Moyèn (mean), medyàn (median), mòd (mode), paramet de pozisyon. Relationship with distribution shape.
Worked Example: Data: [2, 3, 5, 3, 2, 8]. Sort: [2,2,3,3,5,8]. Median = (3+3)/2 = 3. Mean = $(2+2+3+3+5+8)/6 = 23/6 ≈ 3.83$. Mode = 2 and 3 (multi-modal).
Exercises: Find mean, median, mode for given small data sets (odd and even count). Understand effect of outlier on mean vs median (e.g. [1,2,3,100]).
Quiz/Review: Short computations of mean/median/mode and interpretation: e.g. “Nan done [4,4,5,6], medyàn se?” (4.5)."
Math,NSIII,Unit 5: Statistics / Probability (Statistiques / Probabilités),“Statistiques Dezkriptif: Done ak Graf” (Descriptive Statistics: Data & Graphs):,"Learning Objectives: Interpret data series (discrete/continuous quantitative and qualitative). Create frequency tables and basic graphs (histogram, cumulative polygon, boxplot diagram an bwat). Introduce popilasyon vs echantiyon.
Key Concepts: Popilasyon, echantiyon, done (données), karaktè (characteristic). Serie quantitative (discrete, grouped classes), serie qualitative. Graphs: istatistik, istogram, poligon, diagram an bwat.
Worked Example: Data: ages of 25 students (like series). Build frequency table (e.g. age 15: 5 students, etc). Draw a histogram of counts. Construct a boxplot: mark median and quartiles (calculated below).
Exercises: Given exam scores list, group into classes (0–10, 10–20, …), plot histogram. Identify population vs sample in a context.
Quiz/Review: Interpret a given bar chart or boxplot, answer questions (e.g. “Ki sèl medyàn yon pou done sa a?” from a provided dataset)."
Physics,NSII,Chapter 1: Light and Optics (Limyè ak Optik),Dispèsyon Limyè ak Lakansyèl (Dispersion of Light and the Rainbow),"Learning Objectives:
Understand that white light is composed of many colors (wavelengths) that can be separated.
Describe dispèsyon (dispersion) as the separation of light into colors by refraction.
Explain how a lakansyèl (rainbow) forms through dispersion and reflection of sunlight in raindrops.
Key Concepts:
Dispèsyon limyè: When light refracts, different colors (frequencies) bend by different amounts  . Shorter wavelengths (blue/violet) slow down more and bend more than longer wavelengths (red) in a given medium  . This causes white light to spread out into a spectrum of colors.
Prizm (prisme): A glass prism can disperse white light into its constituent colors (red, orange, yellow, green, blue, indigo, violet). The prism refracts each color differently , producing a mini-rainbow.
Lakansyèl (arc-en-ciel): In nature, rainbows occur when sunlight enters water droplets in the air – light refracts entering the droplet, reflects inside on the back of the droplet, and refracts again when leaving. This double refraction and internal reflection separate the colors, creating a circular rainbow .
Experiment:
Prizm white light demo: Shine a beam of white light (from a flashlight or sunlight through a small slit) into a glass prism in a darkened room. Project the spectrum onto a white surface. Students observe the band of colors. They can identify the order of colors (red bends least, violet most). (Label: Eksperyans: Fè eksperyans prizm pou separe limyè blan an nan koulè yo.)*
CD/DVD as prism: Alternatively, use a DVD or CD – its grooves act like a diffraction grating (another way to disperse light) – to show rainbow patterns when light reflects off it. Compare this diffraction pattern to prism dispersion.
Quiz/Activity:
Matching: Pair each color with how much it bends in a prism. (e.g., Red – bends least; Violet – bends most). Students match or order the colors from least refracted to most refracted.
Question: “Pouki lakansyèl gen fòm yon banza nan syèl la?” (Why does a rainbow appear as an arc in the sky?) – Answer Hint: Because we see only the droplets at a specific angle (about 42° for red, 40° for violet) relative to our eye and the sun, which forms a circular arc of dispersed light."
Physics,NSII,Chapter 1: Light and Optics (Limyè ak Optik),Entwodiksyon a Limyè ak Refleksyon (Introduction to Light and Reflection),"Learning Objectives:
Understand that light propagates in straight lines in homogenous media.
Explain the law of reflection (lwa refleksyon) – the angle of incidence equals the angle of reflection.
Identify examples of reflection in everyday life (mirrors, smooth water surfaces).
Key Concepts:
Pwopagasyon rektilinyè (straight-line propagation): Light travels in straight paths and forms shadows when blocked.
Refleksyon limyè (reflection of light): When light hits a reflective surface, it bounces back at an equal angle. Mirrors produce images by reflection.
Ang enkidans ak ang refleksyon (angle of incidence and reflection): The incoming ray and reflected ray make equal angles with the normal (an imaginary line perpendicular to the surface).
Experiment:
Shine a flashlight at a small mirror in a dark room to observe the reflected beam path. Use a protractor to measure the incident and reflected angles on a piece of paper – they should be equal. (Label in Creole: Eksperyans: Sèvi ak yon flach ak yon glas pou mezire ang enkidans ak refleksyon.)*
Another demo: Stand in front of a mirror and use a laser pointer (carefully) to see how the light reflects directly back at the same angle.
Quiz/Activity:
Draw a diagram of a light ray hitting a mirror and mark the angles. Ask: “Si ang enkidans lan se 30°, ki valè ang refleksyon an?” (If the incidence angle is 30°, what is the reflection angle?) – Answer: 30°.
True/False: “Limyè ka fè yon koub nan lè a san li pa pase nan yon lòt mwayen.” (Light can bend in air without entering another medium.) – Answer: False (it travels straight in uniform medium)."
Physics,NSII,Chapter 1: Light and Optics (Limyè ak Optik),Lantiy ak Enstriman Optik (Lenses and Optical Instruments),"Learning Objectives:
Distinguish between lantiy konvèjan (converging/convex lens) and lantiy divèjan (diverging/concave lens).
Understand how a convex lens forms real images (e.g., focusing light to a point) and a concave lens causes light to spread.
Describe basic optical instruments (the eye, a magnifying glass, a camera, a telescope) and how they use lenses and/or mirrors.
Key Concepts:
Lantiy (lentille): A lens is a transparent object with curved surfaces that refracts light. Convex lenses (bòdi konvèks) are thicker at the center and fè reyon limyè konvèje (bring light rays together) to a focus. Concave lenses (bòdi konkav) are thinner at the center and fè reyon limyè dispèse (spread light rays apart).
Imaj reyèl ak imaj vityèl: A convex lens can produce a real image (imaj reyèl) on a screen (e.g., focusing sunlight to a spot, or projecting an image upside down), whereas a concave lens only produces a virtual image (imaj vityèl) that can be seen by looking through the lens (smaller, upright image).
Enstriman optik:
Je moun (œil): The eye has a natural convex lens that focuses light on the retina. Nearsightedness/Farsightedness can be corrected with lenses (concave for myopia, convex for hyperopia).
Loup (loupe) / Mikwoskòp: A magnifying glass (simple microscope) is a convex lens that creates a magnified virtual image when the object is within the focal length.
Telescope (teleskòp) ak kamera: Use combinations of lenses (and/or mirrors) to form images of distant objects. A telescope uses an objective lens (or mirror) to form a real image and an eyepiece lens to magnify it. A camera uses a convex lens to focus an image onto a sensor or film (like an eye on a screen).
Experiment:
Focusing light with a lens: Take a convex lens (e.g., a magnifying glass) outdoors on a sunny day. Hold it above a sheet of paper and adjust the distance until the sunlight focuses to a small bright spot. Observe that this spot is actually an image of the sun. (Be careful – the focused light can burn the paper if held too long.) This shows how a convex lens converges light to its focal point. (Label: Eksperyans: Itilize yon lantiy konvèks pou konsantre limyè solèy la sou yon fèy papye.)*
Apparent depth demo: Place a coin at the bottom of an empty cup. Back away until you just cannot see the coin beyond the rim, then have someone slowly fill the cup with water while you keep your eyes at the same level. Suddenly the coin becomes visible. This is because the water and glass act as a lens, bending light from the coin into your eyes – a simple lens effect similar to apparent depth.
Quiz/Activity:
Labeling diagram: Provide a diagram of a convex lens focusing light from an object. Have students label the fwaye (focal point), aks optik (optical axis), and indicate where the image forms.
Short answer: “Ki diferans ant yon ‘imaj reyèl’ ak yon ‘imaj vityèl’, e kilès nan yo yon lantiy konvèks ka pwodui?” (What is the difference between a real image and a virtual image, and which ones can a convex lens produce?) – Expected: A real image can be projected on a screen (light actually converges there) while a virtual image cannot be formed on a screen (it only appears behind the lens). A convex lens can produce a real image if the object is outside the focal length, or a virtual magnified image if the object is inside the focal length."
Physics,NSII,Chapter 1: Light and Optics (Limyè ak Optik),Refleksyon Entèn Total ak Fenomèn li yo (Total Internal Reflection and Its Phenomena),"Learning Objectives:
Explain what refleksyon entèn total (total internal reflection) is and when it occurs.
Define the critical angle (ang kritik) for a light passing from a denser to a rarer medium.
Identify real-world examples of total internal reflection (e.g., fiber optics, mirages).
Key Concepts:
Refleksyon entèn total: When light tries to pass from a denser medium to a less dense medium at a steep angle, it can be completely reflected back inside rather than refracted. This happens if the angle of incidence is greater than a certain ang kritik (critical angle).
Ang kritik: The minimum angle of incidence for which total internal reflection occurs. Beyond this angle, no refraction out; all light is reflected internally. (For water-air, ~48°; for glass-air ~42°).
Aplikasyon pratik: Optical fibers use total internal reflection to trap light and guide it through cables. Diamonds sparkle due to multiple internal reflections (high refractive index yields small critical angle). Mirages in deserts or hot roads are partly due to light bending and reflecting in layers of air (gradual refraction simulating TIR).
Experiment:
Use a transparent acrylic or glass semicircular block. Shine a laser from the flat side and increase the incidence angle inside the block. Observe the light exiting until a point where no light exits and it all reflects inside – that’s total internal reflection. Mark the approximate angle this occurs (critical angle). (Label: Eksperyans: Thorne yon reyon lazè nan yon blòk vè demi-wonn; jwenn ang kritik kote pa gen limyè ki sòti.)*
Virtual demo: Use a simulation or applet (if available) to show a ray in a prism or fiber and adjust angles to see total internal reflection in action.
Quiz/Activity:
True/False: “Refleksyon entèn total rive lè yon reyon limyè ale soti nan dlo pou nan lè epi ang enkidans lan piti pase ang kritik la.” (Total internal reflection happens when light goes from water to air and the incidence angle is smaller than the critical angle.) – Answer: False (angle must be greater than critical angle).
Ask: “Kisa ki fè fib optik yo kenbe limyè a san l pa soti?” (What makes optical fibers keep light from escaping?) – Expected: Total internal reflection of light within the fiber’s core."
Physics,NSII,Chapter 1: Light and Optics (Limyè ak Optik),Refraksyon Limyè – Limyè Ki Fèt Kase (Light Refraction – Bending of Light),"Learning Objectives:
Define refraksyon (refraction) as the bending of light when it passes from one medium to another .
Understand that refraction occurs due to change in light’s speed in different materials .
Predict the direction light bends (toward or away from the normal) depending on the optical density of the medium.
Key Concepts:
Refraksyon (Réfraction): The change in direction of a light ray when it passes from one transparent medium to another and its speed changes . For example, light slows down in water or glass, causing it to bend.
Dans optik mwayen (optical density): A medium like glass or water has a higher refractive index than air, so light travels slower in it. Light entering a denser medium bends toward the normal, and entering a less dense medium bends away from the normal .
Lwa Snell-Descartes (Snell’s Law): Quantitatively, n₁ · sinθ₁ = n₂ · sinθ₂ (mention in French for reference), relating angles and refractive indices. (Students learn the concept qualitatively; formula use is optional).
Experiment:
Bented pay nan dlo: Place a straw or pencil in a glass of water and observe from the side. The straw appears bent or broken at the water surface because of refraction . Mark the apparent position of the straw versus its actual position to visualize the bending. (Label: Eksperyans: Gade yon pay nan yon vè dlo; obsève jan li parèt kase.)*
Use a rectangular glass block: Shine a ray of laser light into it and trace the incoming and outgoing beams on paper. Measure the bending angle. This helps visualize how light path deviates inside the glass.
Quiz/Activity:
Fill in the blank (in Creole/French mix): “Refraksyon rive lè limyè chanje ______ lè li pase soti nan yon mwayen pou yon lòt.” (Refraction occurs when light changes ______ as it goes from one medium to another.) – Expected answer: vitès (speed).
Ask students to predict: “Èske yon reyon limyè ap pliye pi pre nòmal la lè li antre nan dlo depi nan lè, oswa lè li sòti nan dlo al nan lè?” (Will a light ray bend closer to the normal when entering water from air, or when exiting water to air?) – Answer: Closer to the normal when entering water (denser medium), away from normal when exiting to air."
Physics,NSII,Chapter 2: Electrical Circuits (Sikwi Elektrik),Efè Joule ak Pouvwa Elektwik (Joule’s Effect and Electric Power),"Learning Objectives:
Describe efè Joule – the heating effect of electric current (why resistors, wires, appliances warm up when current passes).
State Lwa Joule: the heat produced H in a resistor by current I in time t is H = I² · R · t (formula for advanced understanding), and qualitatively, higher current or resistance means more heat.
Define pouvwa elektwik (puissance électrique) and relate it to voltage and current: P = V · I (in watts, W). Also know energy consumed E = P · t (in joules or kilowatt-hours).
Recognize practical implications: why light bulbs, phone chargers, irons, etc., get hot (Joule heating), and how to calculate power of devices (like a 60 W bulb draws certain current).
Key Concepts:
Efè Joule (Effet Joule): As current flows through a resistor or any device with resistance, electrical energy is converted to heat  . Examples: a wire gets warm, a light bulb filament glows white-hot (producing light), an electric stove or fè a repase (clothes iron) heats up due to current flow . Joule’s law (in words): the heat produced is proportional to the square of the current, the resistance, and the time of flow. This means even a small increase in current can greatly increase heat (important for not overloading wires).
Pouvwa (Puissance): The rate of energy conversion or the work done per second. In electrical terms, P = V × I. Also, using Ohm’s law, P can be expressed as P = I²R or P = V²/R. A device’s wattage tells how much energy it uses per second. For example, a 100 W bulb uses energy faster (and likely brighter/hotter) than a 40 W bulb.
Enèji elektrik: Measured in joules (J) in physics, but often in watt-hours or kilowatt-hours (kWh) for household electricity. 1 kWh = 3.6×10^6 J. This is the energy used when consuming 1000 W for 1 hour. Knowing energy and power helps in understanding electricity bills, battery life, etc.
Randman (Rendement/efficiency): Not all electrical energy becomes desired form (like light in a bulb); much is lost as heat (Joule effect). Efficiency = useful output energy / input energy (or output power/input power). This concept ties in with energy conversion in Chapter 5, but it’s good to mention that Joule heating is often waste heat in electronics (except where heat is intended, like toasters).
Experiment:
Joule heating demo: Feel the warmth of a resistor: set up a simple circuit with a battery and a fil rezistan (resistance wire) or a small 6V incandescent bulb. Let it run for a minute, then carefully touch the resistor or bulb (caution: it might be hot, ensure it’s safe). Students will notice it’s warm – evidence of electrical energy dissipated as heat. (Label: Eksperyans: Obsève chofaj yon fil oswa yon anpoul piti lè kouran pase ladan li – efè Joule.)*
Electric heater model: If available, show a piece of nichrome wire (from a hair dryer or toaster) connected to a battery. It will get hot and possibly glow red. Use low voltage/high current source for a few seconds to illustrate. Alternatively, use a multimeter to measure current and calculate power dissipated (P = V×I) in the wire and relate to heat felt.
Mezi pouvwa: Using a multimeter, measure the voltage across and current through a bulb (for example, a flashlight bulb). Compute P = V×I. Compare this to the bulb’s rated wattage. This reinforces the concept of power.
Quiz/Activity:
Question: “Ki rezon ki fè yon fil elektrik chofe lè gen twòp kouran ki pase ladan li?” (Why does an electric wire heat up when too much current flows through it?) – Answer: Because of Joule’s effect: moving charges collide with atoms in the wire, converting electrical energy into heat. Higher current means more collisions and more heat.
Calculation: A 12 V car headlight draws 3 A. What is its power consumption? (P = V×I = 12×3 = 36 W). How much energy in joules does it use in 5 seconds? (E = P×t = 36×5 = 180 J).
True/False: “Si ou double vòltaj yon rezistans pandan ou kenbe rezistans la menm, pouvwa a ki depanse nan rezistans lan ap ogmante kat fwa.” (If you double the voltage across a resistor while keeping the resistance same, the power dissipated increases by four times.) – Answer: True (because P = V²/R, doubling V quadruples P).
Brainstorm: List 3 devices where Joule heating is useful (e.g., electric heater, toaster, incandescent bulb) and 3 devices where it’s a by-product to be minimized (e.g., computer chips, LED bulbs, phone chargers)."
Physics,NSII,Chapter 2: Electrical Circuits (Sikwi Elektrik),Konpozan ak Dyagram Sikwi (Circuit Components and Diagrams),"Learning Objectives:
Identify basic components of an electric circuit: pile/batri (battery), fil elektrik (wires), anpoul (bulb/lamp), switch (interrupteur), rezistans (resistor), etc.
Understand the concept of a closed circuit (sikwi fèmen) vs an open circuit (sikwi louvri), and why a closed loop is required for current to flow.
Read and draw simple circuit diagrams using standard symbols (battery, resistor, lamp, switch).
Key Concepts:
Kouran elektrik kontini (DC current): A flow of electric charge (electrons) in one direction around a circuit, from the positive terminal of the battery around to the negative.
Sikwi elektrik senp: A simple circuit might consist of a battery, a connecting wire, and a bulb. When connected in a loop (closed circuit), current flows and the bulb lights. If there is any break (open circuit), current stops and the bulb goes off.
Konduktè vs Izolan: Conductors (e.g., copper wire) allow current to flow easily, while insulators (plastic, rubber) do not. (Recall from NS I: students distinguished conductors and insulators  .) Wires are metal (conductor) with plastic insulation.
Schémas électriques: Standard symbols are used: a long and short line pair for a battery (pile), zigzag for resistor, circle with X or loop for a bulb, and a break with a line for a switch. Being able to interpret these diagrams is crucial for building and analyzing circuits.
Experiment:
Battery-bulb connection: Give students a battery, a small light bulb, and a piece of wire. Challenge them to make the bulb light up with these items. (They should discover that touching one end of the wire from battery positive to bulb, and the other end of bulb to battery negative closes the circuit.) Then introduce a switch or a second wire to build a proper loop circuit with a switch to turn the bulb on/off. (Label: Eksperyans: Fè yon anpoul limen ak yon pile ak fil elektrik.)*
Have them draw the circuit diagram for their setup. Compare their drawing with the standard schematic. This reinforces understanding of symbols and real components.
Quiz/Activity:
Diagram quiz: Provide a simple circuit diagram with a battery, two wires, and a lamp. Ask students to identify each symbol in Creole/French (e.g., “Ki siy sa a reprezante?” pointing to the battery symbol – expected answer: “Yon batri (pile électrique)”).
True/False: “Si gen yon espas nan sikwi a, kouran elektrik la ap koule kanmenm.” (If there is a gap in the circuit, current will still flow.) – Answer: False.
Fill in the blank: “Materyèl ki pèmèt kouran pase yo rele ______, epi materyèl ki anpeche kouran yo rele ______.” (Materials that allow current to pass are called ______, and materials that prevent current are called ______.) – Answer: konduktè (conductors), izolan (insulators)."
Physics,NSII,Chapter 2: Electrical Circuits (Sikwi Elektrik),"Lwa Ohm – Relasyon ant Vòltaj, Kouran, ak Rezistans (Ohm’s Law: Relationship between Voltage, Current, and Resistance)","Learning Objectives:
State Ohm’s Law (Lwa Ohm): the current through a conductor is directly proportional to the voltage across it and inversely proportional to the resistance . In formula form: I = U/R (with I = current, U = voltage, R = resistance).
Understand the units: Voltage in volts (V), Current in amperes (A), Resistance in ohms (Ω).
Use Ohm’s law to solve simple problems (e.g., given two of V, I, R, find the third). Also plot a simple I–V graph for an ohmic resistor (straight line through origin).
Key Concepts:
Vòltaj (Tansyon elektrik): The electrical “pressure” provided by a battery or power source that pushes charges through a circuit. Symbol V (also E or U in formulas). It’s the difference in electric potential between two points .
Kouran (Entansite kouran): The flow rate of electric charge in the circuit. Symbol I. 1 ampere = 1 coulomb of charge per second (though coulomb concept might be advanced; focus qualitatively).
Rezistans: A property of a material or component that resists the flow of current. Symbol R. A resistor converts electrical energy to heat (per Joule’s law) – more on that later.
Ohm’s Law: I = V/R. This means if you increase voltage, current increases (for a given resistance); if you increase resistance, current decreases . For an ohmic conductor (resistance constant), the I–V relationship is linear . The MENFP curriculum includes verifying Ohm’s law experimentally  .
Experiment:
Mesure V ak I nan yon sikwi: Build a simple circuit with a battery, a resistor (or a small lamp), and an ammeter in series to measure current. Also use a voltmeter across the resistor. Vary the voltage by using different batteries (e.g., 1.5 V, 3 V, 4.5 V by series cells)  . For each voltage, record the current. Students will observe that doubling the voltage roughly doubles the current – confirming Ohm’s law . They can plot a graph of I (x-axis) vs V (y-axis) and see a straight line through the origin . (Label: Eksperyans: Monte yon ti sikwi ak yon rezistans; mezire entansite kouran pou diferan vòltaj pou verifye lwa Ohm  .)*
If no ammeter/voltmeter available, use a pre-marked resistor and theoretical values: measure battery voltage with a multimeter and use known R to predict current; or use simulation tools (like PhET simulator for Ohm’s law).
Quiz/Activity:
Simple calculation: “Si yon rezistans R = 5 Ω sou yon batri 10 V, kalkile kouran an (I).” – Answer: I = 10 V / 5 Ω = 2 A.
Ohm’s law triangle: Provide a triangle diagram with V on top, I and R at bottom corners (magic triangle). Ask students to fill in the formulas for V, I, R (V = I×R, I = V/R, R = V/I).
True/False: “Kouran an ogmante si nou ogmante rezistans la, pandan vòltaj la fiks.” (Current increases if we increase resistance, with voltage fixed.) – Answer: False (current decreases with more resistance, per I = V/R)."
Physics,NSII,Chapter 2: Electrical Circuits (Sikwi Elektrik),Sekirite ak Aplikasyon Pratik (Electrical Safety and Practical Applications),"Learning Objectives:
Recognize common applications of electric circuits and the importance of circuit design (series vs parallel) in real life (e.g., house wiring is in parallel so each appliance gets full voltage).
Understand basic electrical safety principles: why fuses or circuit breakers are used, the danger of short circuits (kout-sikwi), and precautions to avoid shocks or overloads.
Apply knowledge of power and energy to practical calculations (e.g., determine the cost of operating an appliance given its power rating and usage time).
Key Concepts:
Rezo elektrik kay (house wiring): In home wiring, all outlets and lights are in parallel across the mains voltage. This ensures each appliance operates at the standard voltage (e.g., 110 V or 220 V). If one device is turned off or fails, it doesn’t shut off others (unlike series).
Surchof ak kout-sikwi: A short circuit is an unintended low-resistance path (like when a positive wire touches negative directly). It causes a huge current because R ≈ 0, which can lead to extreme Joule heating and fire. Fuses and breakers are safety devices that “open” the circuit if current is too high, preventing overheating  . Overloading an outlet with too many devices (in parallel) can similarly draw excessive current – safety devices trip to cut power.
Tè (mise à la terre/grounding): Many appliances have a ground wire (third prong) which is a safety path to earth in case a hot wire touches the metal case – it directs current to ground and triggers breaker, protecting the user from shock. Students should know not to remove ground pins or handle electrical devices with wet hands, etc.
Kalkil konsomasyon: Knowing power ratings, one can calculate energy use. For example, a chodyè elektrik (electric kettle) of 1000 W used for 0.5 hour uses 0.5 kWh. If electricity costs X gourdes per kWh, one can find the cost. This ties physics to practical life and encourages energy conservation awareness.
Experiment/Activity:
Fuse demo (teacher-led): Show how a thin fuse wire melts if too much current flows. Set up a simple circuit with a battery, a low-value resistor (or a nearly short circuit) and include a strand of fine steel wool or a thin copper wire as a makeshift fuse. When connected briefly, the wire should heat and burn out, breaking the circuit. (Safety: perform with eye protection and away from flammable materials.) This dramatic demo reinforces why fuses are used. (Label: Eksperyans: Demontre yon fuse kap fonn pou koupe sikwi lè kouran an twòp.)*
Appliance power check: If possible, use a watt-meter device to measure how much power common appliances draw (or simply read labels: e.g., phone charger 5 W, iron 1200 W). Have students list these and discuss which devices use a lot of electricity and should not all run on one outlet strip (to avoid overload).
Simulated house circuit: Draw a simple “house” diagram with a breaker, several parallel branches for lights and outlets. Perhaps use a low-voltage battery and small lamps to mimic it physically. Discuss what happens if one lamp is removed (others stay on – parallel) and what happens if a “short” is introduced (battery gets hot or wires, representing why a breaker is needed).
Quiz/Activity:
Scenario: “Ou gen yon multi-tap konekte ak yon frijidè (300 W), yon mikwo-onn (1200 W), ak yon televizyon (100 W) tout an menm tan. Si liy elektrik la sipòte sèlman 1500 W, kisa ki ka rive?” (You have a power strip with a fridge 300 W, microwave 1200 W, TV 100 W all at once. If the circuit supports only 1500 W, what might happen?) – Expected: The total load is 1600 W, which exceeds 1500 W; this may trip a breaker or blow a fuse due to overcurrent, cutting power for safety (or if safety fails, wires could overheat – fire hazard).
True/False: “Yon kout-sikwi se lè yon aparèy nan kay la sote (fè fay) epi kouran an sispann koule.” (A short circuit is when a home appliance blows and current stops flowing.) – Answer: False (a short circuit is a direct connection of live to neutral/ground causing excessive current; a blown fuse or tripped breaker stops the current as a result).
Ask: “Poukisa tout ekipman nan yon kay branche an paralèl, pa an seri?” (Why is all equipment in a house wired in parallel, not series?) – Expected Answers: In parallel each device gets full voltage and can operate independently. In series they would share voltage and one failure would shut all off."
