id,subject,level,unit,Chapter_Number,video_title,Subchapter_Number,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
"PHYS_NSIV_Work,EnergyandPower_Q25_SA",Physics,NS IV,"Unit: Work, Energy & Power",38,Examples,38.2,ShortAnswer,"A \(6\,\Omega\) resistor with \(12\,\text{V}\) across it: compute \(I\).",[],2 A,Use \(I=V/R\).,Nice work!,Compare with the expected form. Use \(I=V/R\).,English,hard,"[""ohm's law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250424
"PHYS_NSIV_Work,EnergyandPower_Q28_MCQ",Physics,NS IV,"Unit: Work, Energy & Power",38,Power \(P=\frac{W}{t}\),38.1,MCQ,Net force equals mass times acceleration is:,"[""Newton’s 1st law"", ""Newton’s 2nd law"", ""Newton’s 3rd law"", ""Hooke’s law""]",Newton’s 2nd law,Hint: \(F=ma\).,Correct! \(F=ma\).,Not quite. Hint: \(F=ma\).,English,hard,"[""dynamics"", ""newton""]",Physics - NS IV.docx,2025-10-21T22:49:34.250450
"PHYS_NSIV_Work,EnergyandPower_Q28_TF",Physics,NS IV,"Unit: Work, Energy & Power",38,Power \(P=\frac{W}{t}\),38.1,TrueFalse,Work can be negative if force opposes displacement.,"[""True"", ""False""]",True,"E.g., friction does negative work.",Exactly.,"Review: E.g., friction does negative work.",English,hard,"[""work"", ""energy""]",Physics - NS IV.docx,2025-10-21T22:49:34.250470
"PHYS_NSIV_Work,EnergyandPower_Q28_SA",Physics,NS IV,"Unit: Work, Energy & Power",38,Power \(P=\frac{W}{t}\),38.1,ShortAnswer,"A \(5\,\text{kg}\) mass accelerates at \(2\,\text{m/s}^2\). Compute net force.",[],10 N,Use \(F=ma\).,Nice work!,Compare with the expected form. Use \(F=ma\).,English,hard,"[""newton's second law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250482
"PHYS_NSIV_Work,EnergyandPower_Q31_MCQ",Physics,NS IV,"Unit: Work, Energy & Power",38,Examples,38.2,MCQ,Net force equals mass times acceleration is:,"[""Newton’s 1st law"", ""Newton’s 2nd law"", ""Newton’s 3rd law"", ""Hooke’s law""]",Newton’s 2nd law,Hint: \(F=ma\).,Correct! \(F=ma\).,Not quite. Hint: \(F=ma\).,English,easy,"[""dynamics"", ""newton""]",Physics - NS IV.docx,2025-10-21T22:49:34.250499
"PHYS_NSIV_Work,EnergyandPower_Q31_TF",Physics,NS IV,"Unit: Work, Energy & Power",38,Examples,38.2,TrueFalse,Work can be negative if force opposes displacement.,"[""True"", ""False""]",True,"E.g., friction does negative work.",Exactly.,"Review: E.g., friction does negative work.",English,easy,"[""work"", ""energy""]",Physics - NS IV.docx,2025-10-21T22:49:34.250511
"PHYS_NSIV_Work,EnergyandPower_Q31_SA",Physics,NS IV,"Unit: Work, Energy & Power",38,Examples,38.2,ShortAnswer,"A \(5\,\text{kg}\) mass accelerates at \(2\,\text{m/s}^2\). Compute net force.",[],10 N,Use \(F=ma\).,Nice work!,Compare with the expected form. Use \(F=ma\).,English,easy,"[""newton's second law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250522
"PHYS_NSIV_Work,EnergyandPower_Q34_MCQ",Physics,NS IV,"Unit: Work, Energy & Power",38,Power \(P=\frac{W}{t}\),38.1,MCQ,"At a boundary to a denser medium, a light ray bends:","[""toward the normal"", ""away from the normal"", ""not at all"", ""randomly""]",toward the normal,Hint: Speed decreases in denser medium.,Correct! Speed decreases in denser medium.,Not quite. Hint: Speed decreases in denser medium.,English,easy,"[""refraction"", ""optics""]",Physics - NS IV.docx,2025-10-21T22:49:34.250538
"PHYS_NSIV_Work,EnergyandPower_Q34_TF",Physics,NS IV,"Unit: Work, Energy & Power",38,Power \(P=\frac{W}{t}\),38.1,TrueFalse,The critical angle exists when light travels from denser to rarer medium.,"[""True"", ""False""]",True,TIR requires n_high → n_low.,Exactly.,Review: TIR requires n_high → n_low.,English,easy,"[""TIR"", ""critical angle""]",Physics - NS IV.docx,2025-10-21T22:49:34.250550
"PHYS_NSIV_Work,EnergyandPower_Q34_SA",Physics,NS IV,"Unit: Work, Energy & Power",38,Power \(P=\frac{W}{t}\),38.1,ShortAnswer,"Compute wave speed \(v\) for \(f=8\,\text{Hz}, \lambda=1.5\,\text{m}\).",[],12 m/s,Use \(v=f\lambda\).,Nice work!,Compare with the expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NS IV.docx,2025-10-21T22:49:34.250561
"PHYS_NSIV_Work,EnergyandPower_Q37_MCQ",Physics,NS IV,"Unit: Work, Energy & Power",38,Examples,38.2,MCQ,"With \(V\) constant, doubling \(R\) makes current \(I\):","[""double"", ""half"", ""same"", ""zero""]",half,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""dc circuits""]",Physics - NS IV.docx,2025-10-21T22:49:34.250592
"PHYS_NSIV_Work,EnergyandPower_Q37_TF",Physics,NS IV,"Unit: Work, Energy & Power",38,Examples,38.2,TrueFalse,"In series circuits, current is the same through all components.","[""True"", ""False""]",True,Series path carries one current.,Exactly.,Review: Series path carries one current.,English,easy,"[""circuits"", ""series""]",Physics - NS IV.docx,2025-10-21T22:49:34.250607
"PHYS_NSIV_Work,EnergyandPower_Q37_SA",Physics,NS IV,"Unit: Work, Energy & Power",38,Examples,38.2,ShortAnswer,"A \(6\,\Omega\) resistor with \(12\,\text{V}\) across it: compute \(I\).",[],2 A,Use \(I=V/R\).,Nice work!,Compare with the expected form. Use \(I=V/R\).,English,easy,"[""ohm's law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250618
"PHYS_NSIV_Work,EnergyandPower_Q40_MCQ",Physics,NS IV,"Unit: Work, Energy & Power",38,Mechanical Energy,38.3,MCQ,Net force equals mass times acceleration is:,"[""Newton’s 1st law"", ""Newton’s 2nd law"", ""Newton’s 3rd law"", ""Hooke’s law""]",Newton’s 2nd law,Hint: \(F=ma\).,Correct! \(F=ma\).,Not quite. Hint: \(F=ma\).,English,easy,"[""dynamics"", ""newton""]",Physics - NS IV.docx,2025-10-21T22:49:34.250636
"PHYS_NSIV_Work,EnergyandPower_Q40_TF",Physics,NS IV,"Unit: Work, Energy & Power",38,Mechanical Energy,38.3,TrueFalse,Work can be negative if force opposes displacement.,"[""True"", ""False""]",True,"E.g., friction does negative work.",Exactly.,"Review: E.g., friction does negative work.",English,easy,"[""work"", ""energy""]",Physics - NS IV.docx,2025-10-21T22:49:34.250656
"PHYS_NSIV_Work,EnergyandPower_Q40_SA",Physics,NS IV,"Unit: Work, Energy & Power",38,Mechanical Energy,38.3,ShortAnswer,"A \(5\,\text{kg}\) mass accelerates at \(2\,\text{m/s}^2\). Compute net force.",[],10 N,Use \(F=ma\).,Nice work!,Compare with the expected form. Use \(F=ma\).,English,easy,"[""newton's second law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250676
PHYS_NSIV_Oscillations:SimplePendulum_Q01_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,MCQ,"With \(V\) constant, doubling \(R\) makes current \(I\):","[""double"", ""half"", ""same"", ""zero""]",half,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""dc circuits""]",Physics - NS IV.docx,2025-10-21T22:49:34.250693
PHYS_NSIV_Oscillations:SimplePendulum_Q01_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,TrueFalse,"In series circuits, current is the same through all components.","[""True"", ""False""]",True,Series path carries one current.,Exactly.,Review: Series path carries one current.,English,easy,"[""circuits"", ""series""]",Physics - NS IV.docx,2025-10-21T22:49:34.250706
PHYS_NSIV_Oscillations:SimplePendulum_Q01_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,ShortAnswer,"A \(6\,\Omega\) resistor with \(12\,\text{V}\) across it: compute \(I\).",[],2 A,Use \(I=V/R\).,Nice work!,Compare with the expected form. Use \(I=V/R\).,English,easy,"[""ohm's law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250717
PHYS_NSIV_Oscillations:SimplePendulum_Q04_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,MCQ,The period of a simple pendulum of length \(L\) (small angles) is approximated by:,"[""\\(T=2\\pi\\sqrt{L/g}\\)"", ""\\(T=2\\pi\\sqrt{g/L}\\)"", ""\\(T=\\frac{2\\pi L}{g}\\)"", ""\\(T=\\pi\\sqrt{Lg}\\)""]",\(T=2\pi\sqrt{L/g}\),"Hint: Depends on length and \(g\), not mass.","Correct! Depends on length and \(g\), not mass.","Not quite. Hint: Depends on length and \(g\), not mass.",English,easy,"[""oscillations"", ""pendulum""]",Physics - NS IV.docx,2025-10-21T22:49:34.250734
PHYS_NSIV_Oscillations:SimplePendulum_Q04_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,TrueFalse,"For uniform circular motion, acceleration points toward the center.","[""True"", ""False""]",True,Centripetal acceleration is inward.,Exactly.,Review: Centripetal acceleration is inward.,English,easy,"[""circular motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.250745
PHYS_NSIV_Oscillations:SimplePendulum_Q04_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,ShortAnswer,"A projectile launched at \(u=20\,\text{m/s}\) at \(30^{\circ}\), ignore air: initial vertical component \(u_y\)?",[],10 m/s,Use \(u_y=u\sin30^{\circ}\).,Nice work!,Compare with the expected form. Use \(u_y=u\sin30^{\circ}\).,English,easy,"[""projectile motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.250756
PHYS_NSIV_Oscillations:SimplePendulum_Q07_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,MCQ,Net force equals mass times acceleration is:,"[""Newton’s 1st law"", ""Newton’s 2nd law"", ""Newton’s 3rd law"", ""Hooke’s law""]",Newton’s 2nd law,Hint: \(F=ma\).,Correct! \(F=ma\).,Not quite. Hint: \(F=ma\).,English,easy,"[""dynamics"", ""newton""]",Physics - NS IV.docx,2025-10-21T22:49:34.250773
PHYS_NSIV_Oscillations:SimplePendulum_Q07_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,TrueFalse,Work can be negative if force opposes displacement.,"[""True"", ""False""]",True,"E.g., friction does negative work.",Exactly.,"Review: E.g., friction does negative work.",English,easy,"[""work"", ""energy""]",Physics - NS IV.docx,2025-10-21T22:49:34.250785
PHYS_NSIV_Oscillations:SimplePendulum_Q07_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,ShortAnswer,"A \(5\,\text{kg}\) mass accelerates at \(2\,\text{m/s}^2\). Compute net force.",[],10 N,Use \(F=ma\).,Nice work!,Compare with the expected form. Use \(F=ma\).,English,easy,"[""newton's second law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250796
PHYS_NSIV_Oscillations:SimplePendulum_Q10_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,MCQ,"At a boundary to a denser medium, a light ray bends:","[""toward the normal"", ""away from the normal"", ""not at all"", ""randomly""]",toward the normal,Hint: Speed decreases in denser medium.,Correct! Speed decreases in denser medium.,Not quite. Hint: Speed decreases in denser medium.,English,easy,"[""refraction"", ""optics""]",Physics - NS IV.docx,2025-10-21T22:49:34.250812
PHYS_NSIV_Oscillations:SimplePendulum_Q10_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,TrueFalse,The critical angle exists when light travels from denser to rarer medium.,"[""True"", ""False""]",True,TIR requires n_high → n_low.,Exactly.,Review: TIR requires n_high → n_low.,English,easy,"[""TIR"", ""critical angle""]",Physics - NS IV.docx,2025-10-21T22:49:34.250824
PHYS_NSIV_Oscillations:SimplePendulum_Q10_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,ShortAnswer,"Compute wave speed \(v\) for \(f=8\,\text{Hz}, \lambda=1.5\,\text{m}\).",[],12 m/s,Use \(v=f\lambda\).,Nice work!,Compare with the expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NS IV.docx,2025-10-21T22:49:34.250836
PHYS_NSIV_Oscillations:SimplePendulum_Q13_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Frequency,39.3,MCQ,"With \(V\) constant, doubling \(R\) makes current \(I\):","[""double"", ""half"", ""same"", ""zero""]",half,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""dc circuits""]",Physics - NS IV.docx,2025-10-21T22:49:34.250852
PHYS_NSIV_Oscillations:SimplePendulum_Q13_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Frequency,39.3,TrueFalse,"In series circuits, current is the same through all components.","[""True"", ""False""]",True,Series path carries one current.,Exactly.,Review: Series path carries one current.,English,medium,"[""circuits"", ""series""]",Physics - NS IV.docx,2025-10-21T22:49:34.250864
PHYS_NSIV_Oscillations:SimplePendulum_Q13_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Frequency,39.3,ShortAnswer,"A \(6\,\Omega\) resistor with \(12\,\text{V}\) across it: compute \(I\).",[],2 A,Use \(I=V/R\).,Nice work!,Compare with the expected form. Use \(I=V/R\).,English,medium,"[""ohm's law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250875
PHYS_NSIV_Oscillations:SimplePendulum_Q16_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,MCQ,The period of a simple pendulum of length \(L\) (small angles) is approximated by:,"[""\\(T=2\\pi\\sqrt{L/g}\\)"", ""\\(T=2\\pi\\sqrt{g/L}\\)"", ""\\(T=\\frac{2\\pi L}{g}\\)"", ""\\(T=\\pi\\sqrt{Lg}\\)""]",\(T=2\pi\sqrt{L/g}\),"Hint: Depends on length and \(g\), not mass.","Correct! Depends on length and \(g\), not mass.","Not quite. Hint: Depends on length and \(g\), not mass.",English,medium,"[""oscillations"", ""pendulum""]",Physics - NS IV.docx,2025-10-21T22:49:34.250891
PHYS_NSIV_Oscillations:SimplePendulum_Q16_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,TrueFalse,"For uniform circular motion, acceleration points toward the center.","[""True"", ""False""]",True,Centripetal acceleration is inward.,Exactly.,Review: Centripetal acceleration is inward.,English,medium,"[""circular motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.250902
PHYS_NSIV_Oscillations:SimplePendulum_Q16_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,ShortAnswer,"A projectile launched at \(u=20\,\text{m/s}\) at \(30^{\circ}\), ignore air: initial vertical component \(u_y\)?",[],10 m/s,Use \(u_y=u\sin30^{\circ}\).,Nice work!,Compare with the expected form. Use \(u_y=u\sin30^{\circ}\).,English,medium,"[""projectile motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.250913
PHYS_NSIV_Oscillations:SimplePendulum_Q19_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,MCQ,Net force equals mass times acceleration is:,"[""Newton’s 1st law"", ""Newton’s 2nd law"", ""Newton’s 3rd law"", ""Hooke’s law""]",Newton’s 2nd law,Hint: \(F=ma\).,Correct! \(F=ma\).,Not quite. Hint: \(F=ma\).,English,medium,"[""dynamics"", ""newton""]",Physics - NS IV.docx,2025-10-21T22:49:34.250948
PHYS_NSIV_Oscillations:SimplePendulum_Q19_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,TrueFalse,Work can be negative if force opposes displacement.,"[""True"", ""False""]",True,"E.g., friction does negative work.",Exactly.,"Review: E.g., friction does negative work.",English,medium,"[""work"", ""energy""]",Physics - NS IV.docx,2025-10-21T22:49:34.250961
PHYS_NSIV_Oscillations:SimplePendulum_Q19_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,ShortAnswer,"A \(5\,\text{kg}\) mass accelerates at \(2\,\text{m/s}^2\). Compute net force.",[],10 N,Use \(F=ma\).,Nice work!,Compare with the expected form. Use \(F=ma\).,English,medium,"[""newton's second law""]",Physics - NS IV.docx,2025-10-21T22:49:34.250972
PHYS_NSIV_Oscillations:SimplePendulum_Q22_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,MCQ,"At a boundary to a denser medium, a light ray bends:","[""toward the normal"", ""away from the normal"", ""not at all"", ""randomly""]",toward the normal,Hint: Speed decreases in denser medium.,Correct! Speed decreases in denser medium.,Not quite. Hint: Speed decreases in denser medium.,English,hard,"[""refraction"", ""optics""]",Physics - NS IV.docx,2025-10-21T22:49:34.250987
PHYS_NSIV_Oscillations:SimplePendulum_Q22_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,TrueFalse,The critical angle exists when light travels from denser to rarer medium.,"[""True"", ""False""]",True,TIR requires n_high → n_low.,Exactly.,Review: TIR requires n_high → n_low.,English,hard,"[""TIR"", ""critical angle""]",Physics - NS IV.docx,2025-10-21T22:49:34.250999
PHYS_NSIV_Oscillations:SimplePendulum_Q22_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,ShortAnswer,"Compute wave speed \(v\) for \(f=8\,\text{Hz}, \lambda=1.5\,\text{m}\).",[],12 m/s,Use \(v=f\lambda\).,Nice work!,Compare with the expected form. Use \(v=f\lambda\).,English,hard,"[""waves""]",Physics - NS IV.docx,2025-10-21T22:49:34.251011
PHYS_NSIV_Oscillations:SimplePendulum_Q25_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Frequency,39.3,MCQ,"With \(V\) constant, doubling \(R\) makes current \(I\):","[""double"", ""half"", ""same"", ""zero""]",half,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,hard,"[""ohm's law"", ""dc circuits""]",Physics - NS IV.docx,2025-10-21T22:49:34.251032
PHYS_NSIV_Oscillations:SimplePendulum_Q25_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Frequency,39.3,TrueFalse,"In series circuits, current is the same through all components.","[""True"", ""False""]",True,Series path carries one current.,Exactly.,Review: Series path carries one current.,English,hard,"[""circuits"", ""series""]",Physics - NS IV.docx,2025-10-21T22:49:34.251050
PHYS_NSIV_Oscillations:SimplePendulum_Q25_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Frequency,39.3,ShortAnswer,"A \(6\,\Omega\) resistor with \(12\,\text{V}\) across it: compute \(I\).",[],2 A,Use \(I=V/R\).,Nice work!,Compare with the expected form. Use \(I=V/R\).,English,hard,"[""ohm's law""]",Physics - NS IV.docx,2025-10-21T22:49:34.251063
PHYS_NSIV_Oscillations:SimplePendulum_Q28_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,MCQ,The period of a simple pendulum of length \(L\) (small angles) is approximated by:,"[""\\(T=2\\pi\\sqrt{L/g}\\)"", ""\\(T=2\\pi\\sqrt{g/L}\\)"", ""\\(T=\\frac{2\\pi L}{g}\\)"", ""\\(T=\\pi\\sqrt{Lg}\\)""]",\(T=2\pi\sqrt{L/g}\),"Hint: Depends on length and \(g\), not mass.","Correct! Depends on length and \(g\), not mass.","Not quite. Hint: Depends on length and \(g\), not mass.",English,hard,"[""oscillations"", ""pendulum""]",Physics - NS IV.docx,2025-10-21T22:49:34.251079
PHYS_NSIV_Oscillations:SimplePendulum_Q28_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,TrueFalse,"For uniform circular motion, acceleration points toward the center.","[""True"", ""False""]",True,Centripetal acceleration is inward.,Exactly.,Review: Centripetal acceleration is inward.,English,hard,"[""circular motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.251090
PHYS_NSIV_Oscillations:SimplePendulum_Q28_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,ShortAnswer,"A projectile launched at \(u=20\,\text{m/s}\) at \(30^{\circ}\), ignore air: initial vertical component \(u_y\)?",[],10 m/s,Use \(u_y=u\sin30^{\circ}\).,Nice work!,Compare with the expected form. Use \(u_y=u\sin30^{\circ}\).,English,hard,"[""projectile motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.251105
PHYS_NSIV_Oscillations:SimplePendulum_Q31_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,MCQ,Net force equals mass times acceleration is:,"[""Newton’s 1st law"", ""Newton’s 2nd law"", ""Newton’s 3rd law"", ""Hooke’s law""]",Newton’s 2nd law,Hint: \(F=ma\).,Correct! \(F=ma\).,Not quite. Hint: \(F=ma\).,English,easy,"[""dynamics"", ""newton""]",Physics - NS IV.docx,2025-10-21T22:49:34.251130
PHYS_NSIV_Oscillations:SimplePendulum_Q31_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,TrueFalse,Work can be negative if force opposes displacement.,"[""True"", ""False""]",True,"E.g., friction does negative work.",Exactly.,"Review: E.g., friction does negative work.",English,easy,"[""work"", ""energy""]",Physics - NS IV.docx,2025-10-21T22:49:34.251149
PHYS_NSIV_Oscillations:SimplePendulum_Q31_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,ShortAnswer,"A \(5\,\text{kg}\) mass accelerates at \(2\,\text{m/s}^2\). Compute net force.",[],10 N,Use \(F=ma\).,Nice work!,Compare with the expected form. Use \(F=ma\).,English,easy,"[""newton's second law""]",Physics - NS IV.docx,2025-10-21T22:49:34.251161
PHYS_NSIV_Oscillations:SimplePendulum_Q34_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,MCQ,"At a boundary to a denser medium, a light ray bends:","[""toward the normal"", ""away from the normal"", ""not at all"", ""randomly""]",toward the normal,Hint: Speed decreases in denser medium.,Correct! Speed decreases in denser medium.,Not quite. Hint: Speed decreases in denser medium.,English,easy,"[""refraction"", ""optics""]",Physics - NS IV.docx,2025-10-21T22:49:34.251177
PHYS_NSIV_Oscillations:SimplePendulum_Q34_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,TrueFalse,The critical angle exists when light travels from denser to rarer medium.,"[""True"", ""False""]",True,TIR requires n_high → n_low.,Exactly.,Review: TIR requires n_high → n_low.,English,easy,"[""TIR"", ""critical angle""]",Physics - NS IV.docx,2025-10-21T22:49:34.251189
PHYS_NSIV_Oscillations:SimplePendulum_Q34_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,ShortAnswer,"Compute wave speed \(v\) for \(f=8\,\text{Hz}, \lambda=1.5\,\text{m}\).",[],12 m/s,Use \(v=f\lambda\).,Nice work!,Compare with the expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NS IV.docx,2025-10-21T22:49:34.251201
PHYS_NSIV_Oscillations:SimplePendulum_Q37_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,MCQ,"With \(V\) constant, doubling \(R\) makes current \(I\):","[""double"", ""half"", ""same"", ""zero""]",half,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""dc circuits""]",Physics - NS IV.docx,2025-10-21T22:49:34.251216
PHYS_NSIV_Oscillations:SimplePendulum_Q37_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,TrueFalse,"In series circuits, current is the same through all components.","[""True"", ""False""]",True,Series path carries one current.,Exactly.,Review: Series path carries one current.,English,easy,"[""circuits"", ""series""]",Physics - NS IV.docx,2025-10-21T22:49:34.251228
PHYS_NSIV_Oscillations:SimplePendulum_Q37_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Period \(T=2\pi\sqrt{L/g}\),39.1,ShortAnswer,"A \(6\,\Omega\) resistor with \(12\,\text{V}\) across it: compute \(I\).",[],2 A,Use \(I=V/R\).,Nice work!,Compare with the expected form. Use \(I=V/R\).,English,easy,"[""ohm's law""]",Physics - NS IV.docx,2025-10-21T22:49:34.251239
PHYS_NSIV_Oscillations:SimplePendulum_Q40_MCQ,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,MCQ,The period of a simple pendulum of length \(L\) (small angles) is approximated by:,"[""\\(T=2\\pi\\sqrt{L/g}\\)"", ""\\(T=2\\pi\\sqrt{g/L}\\)"", ""\\(T=\\frac{2\\pi L}{g}\\)"", ""\\(T=\\pi\\sqrt{Lg}\\)""]",\(T=2\pi\sqrt{L/g}\),"Hint: Depends on length and \(g\), not mass.","Correct! Depends on length and \(g\), not mass.","Not quite. Hint: Depends on length and \(g\), not mass.",English,easy,"[""oscillations"", ""pendulum""]",Physics - NS IV.docx,2025-10-21T22:49:34.251255
PHYS_NSIV_Oscillations:SimplePendulum_Q40_TF,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,TrueFalse,"For uniform circular motion, acceleration points toward the center.","[""True"", ""False""]",True,Centripetal acceleration is inward.,Exactly.,Review: Centripetal acceleration is inward.,English,easy,"[""circular motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.251266
PHYS_NSIV_Oscillations:SimplePendulum_Q40_SA,Physics,NS IV,Unit: Oscillations: Simple Pendulum,39,Small-Angle Approx.,39.2,ShortAnswer,"A projectile launched at \(u=20\,\text{m/s}\) at \(30^{\circ}\), ignore air: initial vertical component \(u_y\)?",[],10 m/s,Use \(u_y=u\sin30^{\circ}\).,Nice work!,Compare with the expected form. Use \(u_y=u\sin30^{\circ}\).,English,easy,"[""projectile motion""]",Physics - NS IV.docx,2025-10-21T22:49:34.251282
PHYS_NSIV_MechanicalWaves\(v=f\lambda\)andResonance_Q01_MCQ,Physics,NS IV,Unit: Mechanical Waves \(v=f\lambda\) & Resonance,40,Resonance,40.1,MCQ,"With \(V\) constant, doubling \(R\) makes current \(I\):","[""double"", ""half"", ""same"", ""zero""]",half,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""dc circuits""]",Physics - NS IV.docx,2025-10-21T22:49:34.251298
PHYS_NSIV_MechanicalWaves\(v=f\lambda\)andResonance_Q01_TF,Physics,NS IV,Unit: Mechanical Waves \(v=f\lambda\) & Resonance,40,Resonance,40.1,TrueFalse,"In series circuits, current is the same through all components.","[""True"", ""False""]",True,Series path carries one current.,Exactly.,Review: Series path carries one current.,English,easy,"[""circuits"", ""series""]",Physics - NS IV.docx,2025-10-21T22:49:34.251312
