id,subject,level,unit,video_title,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
MATH_NSI_RealNumbersandAbsoluteValue_Q34_MCQ,Math,NS I,Unit: Real Numbers & Absolute Value,Number Sets,MCQ,The conjugate of \(a+bi\) is:,"[""\\(a-bi\\)"", ""\\(a+bi\\)"", ""\\(-a+bi\\)"", ""\\(-a-bi\\)""]",\(a-bi\),Hint: Flip sign on imaginary part.,Correct! Flip sign on imaginary part.,Not quite. Hint: Flip sign on imaginary part.,English,easy,"[""complex numbers""]",Math - NS I.docx,2025-10-21T22:49:34.252620
MATH_NSI_RealNumbersandAbsoluteValue_Q34_TF,Math,NS I,Unit: Real Numbers & Absolute Value,Number Sets,TrueFalse,"For \(z=a+bi\), the modulus is \( |z|=\sqrt{a^2+b^2} \).","[""True"", ""False""]",True,Distance from origin in complex plane.,Exactly.,Review: Distance from origin in complex plane.,English,easy,"[""modulus""]",Math - NS I.docx,2025-10-21T22:49:34.252634
MATH_NSI_RealNumbersandAbsoluteValue_Q34_SA,Math,NS I,Unit: Real Numbers & Absolute Value,Number Sets,ShortAnswer,Compute \( (2+i)(2-i) \).,[],5,Use \(a^2-b^2\) with \(i^2=-1\).,Nice work!,Compare with the expected form. Use \(a^2-b^2\) with \(i^2=-1\).,English,easy,"[""complex operations""]",Math - NS I.docx,2025-10-21T22:49:34.252646
MATH_NSI_RealNumbersandAbsoluteValue_Q37_MCQ,Math,NS I,Unit: Real Numbers & Absolute Value,Number Sets,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.252667
MATH_NSI_RealNumbersandAbsoluteValue_Q37_TF,Math,NS I,Unit: Real Numbers & Absolute Value,Number Sets,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.252678
MATH_NSI_RealNumbersandAbsoluteValue_Q37_SA,Math,NS I,Unit: Real Numbers & Absolute Value,Number Sets,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.252690
MATH_NSI_RealNumbersandAbsoluteValue_Q40_MCQ,Math,NS I,Unit: Real Numbers & Absolute Value,Estimation,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.252705
MATH_NSI_RealNumbersandAbsoluteValue_Q40_TF,Math,NS I,Unit: Real Numbers & Absolute Value,Estimation,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.252727
MATH_NSI_RealNumbersandAbsoluteValue_Q40_SA,Math,NS I,Unit: Real Numbers & Absolute Value,Estimation,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.252751
MATH_NSI_ProportionalityandPercent_Q01_MCQ,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.252770
MATH_NSI_ProportionalityandPercent_Q01_TF,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.252782
MATH_NSI_ProportionalityandPercent_Q01_SA,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.252799
MATH_NSI_ProportionalityandPercent_Q04_MCQ,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.252829
MATH_NSI_ProportionalityandPercent_Q04_TF,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.252842
MATH_NSI_ProportionalityandPercent_Q04_SA,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.252853
MATH_NSI_ProportionalityandPercent_Q07_MCQ,Math,NS I,Unit: Proportionality & Percent,Percent Change,MCQ,Determinant of \(\begin{pmatrix}a&b\\c&d\end{pmatrix}\) is:,"[""\\(ad-bc\\)"", ""\\(ab-cd\\)"", ""\\(a+b-c-d\\)"", ""\\(ac-bd\\)""]",\(ad-bc\),Hint: 2×2 determinant rule.,Correct! 2×2 determinant rule.,Not quite. Hint: 2×2 determinant rule.,English,easy,"[""matrices"", ""determinant""]",Math - NS I.docx,2025-10-21T22:49:34.252869
MATH_NSI_ProportionalityandPercent_Q07_TF,Math,NS I,Unit: Proportionality & Percent,Percent Change,TrueFalse,A 2×2 system has a unique solution when the determinant of its coefficient matrix is non‑zero.,"[""True"", ""False""]",True,Non‑singular matrix ⇒ unique solution.,Exactly.,Review: Non‑singular matrix ⇒ unique solution.,English,easy,"[""linear systems""]",Math - NS I.docx,2025-10-21T22:49:34.252887
MATH_NSI_ProportionalityandPercent_Q07_SA,Math,NS I,Unit: Proportionality & Percent,Percent Change,ShortAnswer,"Solve the system: \(x+y=5,\ 2x-y=1\). Give \(x,y\).",[],"x=2, y=3",Eliminate \(y\) or add equations.,Nice work!,Compare with the expected form. Eliminate \(y\) or add equations.,English,easy,"[""systems""]",Math - NS I.docx,2025-10-21T22:49:34.252925
MATH_NSI_ProportionalityandPercent_Q10_MCQ,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,MCQ,The conjugate of \(a+bi\) is:,"[""\\(a-bi\\)"", ""\\(a+bi\\)"", ""\\(-a+bi\\)"", ""\\(-a-bi\\)""]",\(a-bi\),Hint: Flip sign on imaginary part.,Correct! Flip sign on imaginary part.,Not quite. Hint: Flip sign on imaginary part.,English,easy,"[""complex numbers""]",Math - NS I.docx,2025-10-21T22:49:34.252949
MATH_NSI_ProportionalityandPercent_Q10_TF,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,TrueFalse,"For \(z=a+bi\), the modulus is \( |z|=\sqrt{a^2+b^2} \).","[""True"", ""False""]",True,Distance from origin in complex plane.,Exactly.,Review: Distance from origin in complex plane.,English,easy,"[""modulus""]",Math - NS I.docx,2025-10-21T22:49:34.252968
MATH_NSI_ProportionalityandPercent_Q10_SA,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,ShortAnswer,Compute \( (2+i)(2-i) \).,[],5,Use \(a^2-b^2\) with \(i^2=-1\).,Nice work!,Compare with the expected form. Use \(a^2-b^2\) with \(i^2=-1\).,English,easy,"[""complex operations""]",Math - NS I.docx,2025-10-21T22:49:34.252994
MATH_NSI_ProportionalityandPercent_Q13_MCQ,Math,NS I,Unit: Proportionality & Percent,Ratios,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,medium,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253028
MATH_NSI_ProportionalityandPercent_Q13_TF,Math,NS I,Unit: Proportionality & Percent,Ratios,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,medium,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253040
MATH_NSI_ProportionalityandPercent_Q13_SA,Math,NS I,Unit: Proportionality & Percent,Ratios,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,medium,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253053
MATH_NSI_ProportionalityandPercent_Q16_MCQ,Math,NS I,Unit: Proportionality & Percent,Percent Change,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,medium,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253079
MATH_NSI_ProportionalityandPercent_Q16_TF,Math,NS I,Unit: Proportionality & Percent,Percent Change,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,medium,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253091
MATH_NSI_ProportionalityandPercent_Q16_SA,Math,NS I,Unit: Proportionality & Percent,Percent Change,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,medium,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253102
MATH_NSI_ProportionalityandPercent_Q19_MCQ,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,MCQ,Determinant of \(\begin{pmatrix}a&b\\c&d\end{pmatrix}\) is:,"[""\\(ad-bc\\)"", ""\\(ab-cd\\)"", ""\\(a+b-c-d\\)"", ""\\(ac-bd\\)""]",\(ad-bc\),Hint: 2×2 determinant rule.,Correct! 2×2 determinant rule.,Not quite. Hint: 2×2 determinant rule.,English,medium,"[""matrices"", ""determinant""]",Math - NS I.docx,2025-10-21T22:49:34.253118
MATH_NSI_ProportionalityandPercent_Q19_TF,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,TrueFalse,A 2×2 system has a unique solution when the determinant of its coefficient matrix is non‑zero.,"[""True"", ""False""]",True,Non‑singular matrix ⇒ unique solution.,Exactly.,Review: Non‑singular matrix ⇒ unique solution.,English,medium,"[""linear systems""]",Math - NS I.docx,2025-10-21T22:49:34.253130
MATH_NSI_ProportionalityandPercent_Q19_SA,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,ShortAnswer,"Solve the system: \(x+y=5,\ 2x-y=1\). Give \(x,y\).",[],"x=2, y=3",Eliminate \(y\) or add equations.,Nice work!,Compare with the expected form. Eliminate \(y\) or add equations.,English,medium,"[""systems""]",Math - NS I.docx,2025-10-21T22:49:34.253147
MATH_NSI_ProportionalityandPercent_Q22_MCQ,Math,NS I,Unit: Proportionality & Percent,Ratios,MCQ,The conjugate of \(a+bi\) is:,"[""\\(a-bi\\)"", ""\\(a+bi\\)"", ""\\(-a+bi\\)"", ""\\(-a-bi\\)""]",\(a-bi\),Hint: Flip sign on imaginary part.,Correct! Flip sign on imaginary part.,Not quite. Hint: Flip sign on imaginary part.,English,hard,"[""complex numbers""]",Math - NS I.docx,2025-10-21T22:49:34.253166
MATH_NSI_ProportionalityandPercent_Q22_TF,Math,NS I,Unit: Proportionality & Percent,Ratios,TrueFalse,"For \(z=a+bi\), the modulus is \( |z|=\sqrt{a^2+b^2} \).","[""True"", ""False""]",True,Distance from origin in complex plane.,Exactly.,Review: Distance from origin in complex plane.,English,hard,"[""modulus""]",Math - NS I.docx,2025-10-21T22:49:34.253182
MATH_NSI_ProportionalityandPercent_Q22_SA,Math,NS I,Unit: Proportionality & Percent,Ratios,ShortAnswer,Compute \( (2+i)(2-i) \).,[],5,Use \(a^2-b^2\) with \(i^2=-1\).,Nice work!,Compare with the expected form. Use \(a^2-b^2\) with \(i^2=-1\).,English,hard,"[""complex operations""]",Math - NS I.docx,2025-10-21T22:49:34.253207
MATH_NSI_ProportionalityandPercent_Q25_MCQ,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,hard,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253227
MATH_NSI_ProportionalityandPercent_Q25_TF,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,hard,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253238
MATH_NSI_ProportionalityandPercent_Q25_SA,Math,NS I,Unit: Proportionality & Percent,Fourth Proportional,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,hard,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253249
MATH_NSI_ProportionalityandPercent_Q28_MCQ,Math,NS I,Unit: Proportionality & Percent,Percent Change,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,hard,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253266
MATH_NSI_ProportionalityandPercent_Q28_TF,Math,NS I,Unit: Proportionality & Percent,Percent Change,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,hard,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253283
MATH_NSI_ProportionalityandPercent_Q28_SA,Math,NS I,Unit: Proportionality & Percent,Percent Change,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,hard,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253301
MATH_NSI_ProportionalityandPercent_Q31_MCQ,Math,NS I,Unit: Proportionality & Percent,Percent Change,MCQ,Determinant of \(\begin{pmatrix}a&b\\c&d\end{pmatrix}\) is:,"[""\\(ad-bc\\)"", ""\\(ab-cd\\)"", ""\\(a+b-c-d\\)"", ""\\(ac-bd\\)""]",\(ad-bc\),Hint: 2×2 determinant rule.,Correct! 2×2 determinant rule.,Not quite. Hint: 2×2 determinant rule.,English,easy,"[""matrices"", ""determinant""]",Math - NS I.docx,2025-10-21T22:49:34.253327
MATH_NSI_ProportionalityandPercent_Q31_TF,Math,NS I,Unit: Proportionality & Percent,Percent Change,TrueFalse,A 2×2 system has a unique solution when the determinant of its coefficient matrix is non‑zero.,"[""True"", ""False""]",True,Non‑singular matrix ⇒ unique solution.,Exactly.,Review: Non‑singular matrix ⇒ unique solution.,English,easy,"[""linear systems""]",Math - NS I.docx,2025-10-21T22:49:34.253340
MATH_NSI_ProportionalityandPercent_Q31_SA,Math,NS I,Unit: Proportionality & Percent,Percent Change,ShortAnswer,"Solve the system: \(x+y=5,\ 2x-y=1\). Give \(x,y\).",[],"x=2, y=3",Eliminate \(y\) or add equations.,Nice work!,Compare with the expected form. Eliminate \(y\) or add equations.,English,easy,"[""systems""]",Math - NS I.docx,2025-10-21T22:49:34.253351
MATH_NSI_ProportionalityandPercent_Q34_MCQ,Math,NS I,Unit: Proportionality & Percent,Ratios,MCQ,The conjugate of \(a+bi\) is:,"[""\\(a-bi\\)"", ""\\(a+bi\\)"", ""\\(-a+bi\\)"", ""\\(-a-bi\\)""]",\(a-bi\),Hint: Flip sign on imaginary part.,Correct! Flip sign on imaginary part.,Not quite. Hint: Flip sign on imaginary part.,English,easy,"[""complex numbers""]",Math - NS I.docx,2025-10-21T22:49:34.253366
MATH_NSI_ProportionalityandPercent_Q34_TF,Math,NS I,Unit: Proportionality & Percent,Ratios,TrueFalse,"For \(z=a+bi\), the modulus is \( |z|=\sqrt{a^2+b^2} \).","[""True"", ""False""]",True,Distance from origin in complex plane.,Exactly.,Review: Distance from origin in complex plane.,English,easy,"[""modulus""]",Math - NS I.docx,2025-10-21T22:49:34.253378
MATH_NSI_ProportionalityandPercent_Q34_SA,Math,NS I,Unit: Proportionality & Percent,Ratios,ShortAnswer,Compute \( (2+i)(2-i) \).,[],5,Use \(a^2-b^2\) with \(i^2=-1\).,Nice work!,Compare with the expected form. Use \(a^2-b^2\) with \(i^2=-1\).,English,easy,"[""complex operations""]",Math - NS I.docx,2025-10-21T22:49:34.253389
MATH_NSI_ProportionalityandPercent_Q37_MCQ,Math,NS I,Unit: Proportionality & Percent,Percent Change,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253405
MATH_NSI_ProportionalityandPercent_Q37_TF,Math,NS I,Unit: Proportionality & Percent,Percent Change,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253417
MATH_NSI_ProportionalityandPercent_Q37_SA,Math,NS I,Unit: Proportionality & Percent,Percent Change,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253428
MATH_NSI_ProportionalityandPercent_Q40_MCQ,Math,NS I,Unit: Proportionality & Percent,Percent Change,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253444
MATH_NSI_ProportionalityandPercent_Q40_TF,Math,NS I,Unit: Proportionality & Percent,Percent Change,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253459
MATH_NSI_ProportionalityandPercent_Q40_SA,Math,NS I,Unit: Proportionality & Percent,Percent Change,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253470
MATH_NSI_ExponentsandSquareRoots_Q01_MCQ,Math,NS I,Unit: Exponents & Square Roots,Radicals,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253499
MATH_NSI_ExponentsandSquareRoots_Q01_TF,Math,NS I,Unit: Exponents & Square Roots,Radicals,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253514
MATH_NSI_ExponentsandSquareRoots_Q01_SA,Math,NS I,Unit: Exponents & Square Roots,Radicals,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253526
MATH_NSI_ExponentsandSquareRoots_Q04_MCQ,Math,NS I,Unit: Exponents & Square Roots,Rationalization,MCQ,Which identity is correct?,"[""\\( (a+b)^2=a^2+2ab+b^2 \\)"", ""\\( (a-b)^2=a^2+2ab-b^2 \\)"", ""\\( a^2-b^2=(a-b)^2 \\)"", ""\\( (ab)^2=a^2+b^2 \\)""]",\( (a+b)^2=a^2+2ab+b^2 \),Hint: Special products.,Correct! Special products.,Not quite. Hint: Special products.,English,easy,"[""algebra"", ""identities""]",Math - NS I.docx,2025-10-21T22:49:34.253543
MATH_NSI_ExponentsandSquareRoots_Q04_TF,Math,NS I,Unit: Exponents & Square Roots,Rationalization,TrueFalse,Absolute value \( |a| \ge 0 \) for all real \(a\).,"[""True"", ""False""]",True,By definition.,Exactly.,Review: By definition.,English,easy,"[""absolute value""]",Math - NS I.docx,2025-10-21T22:49:34.253555
MATH_NSI_ExponentsandSquareRoots_Q04_SA,Math,NS I,Unit: Exponents & Square Roots,Rationalization,ShortAnswer,Simplify: \( \sqrt{18}+\sqrt{8} \).,[],5\sqrt{2},Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,Nice work!,Compare with the expected form. Reduce under radicals: \(3\sqrt{2}+2\sqrt{2}\).,English,easy,"[""radicals""]",Math - NS I.docx,2025-10-21T22:49:34.253565
MATH_NSI_ExponentsandSquareRoots_Q07_MCQ,Math,NS I,Unit: Exponents & Square Roots,Laws of Exponents,MCQ,Determinant of \(\begin{pmatrix}a&b\\c&d\end{pmatrix}\) is:,"[""\\(ad-bc\\)"", ""\\(ab-cd\\)"", ""\\(a+b-c-d\\)"", ""\\(ac-bd\\)""]",\(ad-bc\),Hint: 2×2 determinant rule.,Correct! 2×2 determinant rule.,Not quite. Hint: 2×2 determinant rule.,English,easy,"[""matrices"", ""determinant""]",Math - NS I.docx,2025-10-21T22:49:34.253582
MATH_NSI_ExponentsandSquareRoots_Q07_TF,Math,NS I,Unit: Exponents & Square Roots,Laws of Exponents,TrueFalse,A 2×2 system has a unique solution when the determinant of its coefficient matrix is non‑zero.,"[""True"", ""False""]",True,Non‑singular matrix ⇒ unique solution.,Exactly.,Review: Non‑singular matrix ⇒ unique solution.,English,easy,"[""linear systems""]",Math - NS I.docx,2025-10-21T22:49:34.253597
MATH_NSI_ExponentsandSquareRoots_Q07_SA,Math,NS I,Unit: Exponents & Square Roots,Laws of Exponents,ShortAnswer,"Solve the system: \(x+y=5,\ 2x-y=1\). Give \(x,y\).",[],"x=2, y=3",Eliminate \(y\) or add equations.,Nice work!,Compare with the expected form. Eliminate \(y\) or add equations.,English,easy,"[""systems""]",Math - NS I.docx,2025-10-21T22:49:34.253608
MATH_NSI_ExponentsandSquareRoots_Q10_MCQ,Math,NS I,Unit: Exponents & Square Roots,Rationalization,MCQ,The conjugate of \(a+bi\) is:,"[""\\(a-bi\\)"", ""\\(a+bi\\)"", ""\\(-a+bi\\)"", ""\\(-a-bi\\)""]",\(a-bi\),Hint: Flip sign on imaginary part.,Correct! Flip sign on imaginary part.,Not quite. Hint: Flip sign on imaginary part.,English,easy,"[""complex numbers""]",Math - NS I.docx,2025-10-21T22:49:34.253623
MATH_NSI_ExponentsandSquareRoots_Q10_TF,Math,NS I,Unit: Exponents & Square Roots,Rationalization,TrueFalse,"For \(z=a+bi\), the modulus is \( |z|=\sqrt{a^2+b^2} \).","[""True"", ""False""]",True,Distance from origin in complex plane.,Exactly.,Review: Distance from origin in complex plane.,English,easy,"[""modulus""]",Math - NS I.docx,2025-10-21T22:49:34.253636
MATH_NSI_ExponentsandSquareRoots_Q10_SA,Math,NS I,Unit: Exponents & Square Roots,Rationalization,ShortAnswer,Compute \( (2+i)(2-i) \).,[],5,Use \(a^2-b^2\) with \(i^2=-1\).,Nice work!,Compare with the expected form. Use \(a^2-b^2\) with \(i^2=-1\).,English,easy,"[""complex operations""]",Math - NS I.docx,2025-10-21T22:49:34.253648
